ID,Planting_Date,Harvest_Date,Sowing_Seeds_Number,Seeds_Per_Site,Plant_Density_20_days,Chemical_Treat_Disease,Chemical_Treat_Weeds,Chemical_Treat_Pests,Total_N,Total_P,Total_K,Number_Chemical_Ferti,pH,pH2,Efective_Depth,TM_Avg_VEG,TA_Avg_VEG,DR_Avg_VEG,SR_Accu_VEG,P_10_Freq_VEG,TA_Avg_CF,SR_Accu_CF,P_Accu_CF,RH_Avg_CF,SR_Accu_MAT,P_10_Freq_MAT,RH_Avg_MAT,Numero_de_tecnicos,Sowing_Method,Seeds_Treatment,Cultivar,Former_Crop,Field_Drainage,Harvest_Method,Cultivar_Type,Soil_Structure,Runoff,Soil_Texture,Organic_Matter_Content,Departemento,Yield
4375,4/30/2016,9/15/2016,66666.66667,1,65000,0,2,1,0.092,0,0,2,5,6,33,24.1875,28.6571767,8.939353402,15355.27158,0.275,28.54036526,23476.86292,214.1,78.52183436,14875.42141,0.184210526,80.09579399,1,Mecanizado,SI,DK 234,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,6.2
4380,5/6/2016,10/1/2016,57575.75758,1,65000,0,2,2,0.092,0,0,2,6.5,7.8,20,24.4525,28.8809267,8.856853402,15301.82411,0.275,28.53094968,23027.94772,237.7,78.81800081,13505.75806,0.181818182,79.27759271,1,Mecanizado,SI,ADV 9293 (Syngenta),Maiz,NO,Manual,Hibrido,GRANULAR,NINGUNO,F,BAJA,Cordoba,5
4381,4/24/2016,9/23/2016,60606.06061,1,65000,0,1,1,0.092,0,0,2,6,7.2,29,23.635,28.195,9.12,16424.62762,0.225,27.86444022,23957.28708,174.9,83.15453752,15239.45261,0.076923077,83.16523124,1,Manual,SI,DK 234,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,5.5
4382,5/7/2016,10/3/2016,60606.06061,1,60000,0,2,1,0.092,0,0,2,6.5,7.8,25,23.63,28.19,9.12,16404.94614,0.225,27.87478505,23981.99764,168.5,83.13876827,17483.02016,0.088888889,83.20983009,1,Mecanizado,SI,DK 234,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,5.7
4383,5/7/2016,10/4/2016,60606.06061,1,65000,0,1,1,0.092,0,0,2,6,7.2,27,23.66,28.235,9.15,16512.35073,0.25,27.68200864,23801.56245,139,83.14061067,14366.17659,0.108108108,83.28826626,1,Mecanizado,SI,DK 234,Frijol,NO,Manual,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,5.4
4384,5/10/2016,9/28/2016,60606.06061,1,65000,0,1,1,0.092,0,0,2,6,7.2,13,23.8,28.325,9.05,16403.47834,0.2,27.97604587,23934.26995,212.6,83.2777772,14454.38311,0.027777778,82.94115982,1,Mecanizado,SI,DK 234,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,F,BAJA,Cordoba,6
4386,5/9/2016,9/20/2016,60606.06061,1,65000,0,2,1,0.092,0,0,2,6,7.2,23,23.83,28.37,9.08,16491.428,0.225,27.90173463,23779.6156,190.2,83.34156232,14159.00938,0.028571429,82.83377761,1,Mecanizado,SI,P3966 (Pioneer),Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,6.3
4387,5/9/2016,8/21/2016,60606.06061,1,65000,0,2,0,0.092,0,0,2,6,7.2,18,23.83,28.37,9.08,16491.428,0.225,27.90173463,23779.6156,190.2,83.34156232,14559.37931,0.027777778,82.85564706,1,Mecanizado,SI,DK 234,Algodon,NO,Manual,OGM,GRANULAR,NINGUNO,FAr,BAJA,Cordoba,5.4
4388,4/29/2016,9/29/2016,63636.36364,1,72500,0,1,3,0.104,0.04,0.03,3,5.5,6.6,60,23.48645759,28.64645759,10.32,16693.86706,0.15,29.004636,23944.43519,309,80.89455886,14840.00375,0.138888889,80.78721091,1,Mecanizado,SI,P3966 (Pioneer),Maiz,SI,Manual,Hibrido,GRANULAR,LENTO,FAr,MEDIA,Cordoba,6.3
4389,5/4/2016,10/2/2016,63636.36364,1,74000,2,4,2,0.105,0.0025,0.06,3,6,7.2,61,24.75,29.02482104,8.549642083,14874.73422,0.175,28.57362886,22423.28682,262.5,79.05510734,17211.10762,0.195121951,78.92122208,1,Mecanizado,SI,Otro,Pastos,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,7
4392,5/12/2016,9/20/2016,63636.36364,1,77000,1,3,1,0.1165,0.0025,0.06,3,5.5,6.6,71,24.2925,28.7959267,9.006853402,15429.55358,0.25,28.47530777,23213.60652,245.1,78.7384277,15350.20067,0.179487179,80.04722447,1,Mecanizado,SI,Otro,Maiz,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,6.8
4431,5/12/2016,9/20/2016,60606.06061,1,75000,2,4,1,0.1165,0.0025,0.06,3,5.5,6.6,69,24.4675,28.9084267,8.881853402,15416.87624,0.25,28.53580141,22871.44259,248.5,78.92337313,15557.37489,0.157894737,79.28927767,1,Mecanizado,SI,Otro,Algodon,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,6.7
4432,5/6/2016,9/15/2016,57575.75758,2,62000,0,1,3,0.092,0,0.03,2,5,6,59,23.52612442,28.63612442,10.22,16849.98028,0.125,28.95901285,23662.79025,334.2,80.91677494,17244.34877,0.12195122,80.77611791,1,Manual,SI,ICA V 156,Maiz,SI,Manual,Hibrido,GRANULAR,LENTO,FA,MEDIA,Cordoba,4
4433,5/5/2016,9/12/2016,63636.36364,1,73000,1,1,4,0.0955,0.015,0.045,3,6,7.2,60,24.07795115,28.65326999,9.150637676,15080.60874,0.15,27.69759146,24043.76699,244.7,79.06145392,11489.24753,0.21875,81.2689493,1,Mecanizado,SI,Otro,Maiz,SI,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,5.8
4435,5/4/2016,9/18/2016,60606.06061,1,74000,2,4,6,0.1225,0.0075,0.0675,3,6.5,7.8,40,24.5225,28.79810511,8.551210214,15082.02682,0.25,28.55871821,22662.63155,221.8,78.79657692,17225.25422,0.166666667,79.25371367,1,Mecanizado,SI,Otro,Algodon,SI,Mecanizada,OGM,GRANULAR,LENTO,FAr,BAJA,Cordoba,6.5
4436,5/16/2016,9/30/2016,60606.06061,1,75000,2,2,5,0.111,0.0075,0.0675,3,5,6,59,24.5325,28.9219472,8.778894401,15221.05988,0.225,28.51565692,22515.62273,243.1,79.10161833,16542.69617,0.175,79.05190857,1,Mecanizado,SI,Otro,Maiz,SI,Mecanizada,OGM,GRANULAR,LENTO,FAr,MEDIA,Cordoba,6.7
4437,5/6/2016,9/20/2016,63636.36364,1,74000,2,4,6,0.0903,0.0075,0.0975,3,6,7.2,45,24.4725,28.8734267,8.801853402,15320.62838,0.25,28.51793883,22778.46092,239,78.98394956,16592.3578,0.146341463,79.47422868,1,Mecanizado,SI,Otro,Algodon,SI,Mecanizada,OGM,GRANULAR,LENTO,FAr,BAJA,Cordoba,6.5
4438,5/17/2016,10/1/2016,63636.36364,1,74000,2,4,8,0.0995,0.0075,0.0975,3,6,7.2,42,24.4675,28.77435786,8.613715726,15128.72763,0.25,28.57593047,22776.29838,239.9,78.76491249,17147.13705,0.142857143,79.29007783,1,Mecanizado,SI,P3966 (Pioneer),Algodon,NO,Mecanizada,Hibrido,GRANULAR,LENTO,FAr,BAJA,Cordoba,6.7
4440,5/6/2016,9/14/2016,63636.36364,1,75000,2,3,6,0.124,0.023,0.06,3,5.5,6.6,62,24.1375,28.5934267,8.911853402,15174.77123,0.275,28.43317975,23796.33502,239,78.63161833,12680.66964,0.181818182,80.21323327,1,Mecanizado,SI,Otro,Algodon,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,6.5
4441,5/4/2016,9/16/2016,66666.66667,1,74000,1,2,6,0.13,0.015,0.045,3,5.5,6.6,37,24.72,29.0006972,8.561394401,14957.98727,0.175,28.53268923,22419.07821,262.5,79.10406635,17137.74336,0.195121951,78.95068676,1,Mecanizado,SI,Otro,Maiz,NO,Mecanizada,OGM,GRANULAR,LENTO,FAr,BAJA,Cordoba,6.5
4443,5/5/2016,9/17/2016,60606.06061,1,73000,0,4,0,0.1205,0,0.02,3,5.5,6.6,60,24.4725,28.8734267,8.801853402,15320.62838,0.25,28.51793883,22778.46092,239,78.98394956,17571.94948,0.181818182,79.71821559,1,Mecanizado,SI,Otro,Maiz,SI,Mecanizada,OGM,GRANULAR,LENTO,FAr,MEDIA,Cordoba,5.5
4444,5/2/2016,9/14/2016,63636.36364,1,74000,0,2,0,0.1205,0,0.02,3,6,7.2,32,24.645,28.9631972,8.636394401,14943.57503,0.175,28.53058579,22447.11748,262.5,79.05160755,21060.40559,0.173076923,79.51403431,1,Mecanizado,SI,Otro,Maiz,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,6.2
4445,5/8/2016,9/22/2016,60606.06061,1,72000,0,2,3,0.109,0,0.02,3,6,7.2,20,24.845,29.06476394,8.439527888,14845.46189,0.15,28.60568877,22319.7905,330.5,78.95513232,21579.56053,0.173076923,79.09904844,1,Mecanizado,SI,Otro,Maiz,NO,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,6.2
4500,5/7/2016,9/18/2016,60606.06061,1,73000,0,2,1,0.109,0,0.02,3,6,7.2,21,24.91,29.09470102,8.369402037,14700.19551,0.15,28.64370101,22426.51975,324.6,78.92045178,22647.77349,0.163636364,79.18925545,1,Mecanizado,SI,Otro,Maiz,NO,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,6.4
4503,5/7/2016,9/18/2016,60606.06061,1,72000,0,3,1,0.1205,0,0.02,3,5.5,6.6,35,24.5225,28.79810511,8.551210214,15082.02682,0.25,28.55871821,22662.63155,221.8,78.79657692,20340.71894,0.176470588,79.7712827,1,Mecanizado,SI,Otro,Maiz,NO,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,6.5
4505,5/20/2016,10/4/2016,60606.06061,1,73000,0,2,2,0.1205,0,0.02,3,6,7.2,22,24.96,29.10095102,8.281902037,14653.70052,0.15,28.62467706,22321.43865,325.1,78.97324745,22784.70608,0.163636364,79.07454256,1,Mecanizado,SI,Otro,Maiz,NO,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,6.1
4508,5/5/2016,9/20/2016,63636.36364,1,73000,0,3,2,0.132,0,0,3,5.5,6.6,40,24.4675,28.77435786,8.613715726,15128.72763,0.25,28.57593047,22776.29838,239.9,78.76491249,20678.77653,0.153846154,79.72238566,1,Mecanizado,SI,Otro,Algodon,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,6.3
4509,5/25/2016,10/5/2016,63636.36364,1,72500,0,3,1,0.132,0,0.02,3,5.5,6.6,41,24.4675,28.77435786,8.613715726,15128.72763,0.25,28.57593047,22776.29838,239.9,78.76491249,21081.97397,0.150943396,79.72722907,1,Mecanizado,SI,Otro,Maiz,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,6.2
4511,5/22/2016,10/3/2016,60606.06061,1,73000,0,4,0,0.109,0,0.05,3,5.5,6.6,69,24.4725,28.8734267,8.801853402,15320.62838,0.25,28.51793883,22778.46092,239,78.98394956,17571.94948,0.181818182,79.71821559,1,Mecanizado,SI,Otro,Maiz,SI,Mecanizada,OGM,GRANULAR,LENTO,FAr,MEDIA,Cordoba,5.8
4537,5/28/2016,10/13/2016,60606.06061,1,72000,0,2,0,0.1205,0,0.05,3,5,6,43,24.4675,28.86810786,8.801215726,15353.37098,0.25,28.53920379,22807.70402,238.7,78.96154613,15099.35444,0.162162162,79.24399539,1,Mecanizado,SI,Otro,Maiz,NO,Mecanizada,OGM,GRANULAR,LENTO,FAr,BAJA,Cordoba,5.5
4538,5/20/2016,9/28/2016,63636.36364,1,73000,0,2,2,0.1205,0,0.05,3,5,6,40,24.4675,28.86810786,8.801215726,15353.37098,0.25,28.53920379,22807.70402,238.7,78.96154613,2996.360343,0.142857143,77.61407395,1,Mecanizado,SI,Otro,Maiz,NO,Mecanizada,OGM,GRANULAR,LENTO,FAr,BAJA,Cordoba,5.2
4541,5/18/2016,10/6/2016,63636.36364,1,73000,0,2,2,0.1205,0,0.02,3,6,7.2,30,24.75,29.02482104,8.549642083,14874.73422,0.175,28.57362886,22423.28682,262.5,79.05510734,22695.20799,0.178571429,79.51268461,1,Mecanizado,SI,Otro,Maiz,NO,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,6.4
4543,5/15/2016,9/29/2016,60606.06061,1,74000,0,4,1,0.1205,0,0.05,3,5.5,6.6,70,24.5325,28.9219472,8.778894401,15221.05988,0.225,28.51565692,22515.62273,243.1,79.10161833,21638.9829,0.166666667,79.58977174,1,Mecanizado,SI,Otro,Algodon,SI,Mecanizada,OGM,GRANULAR,LENTO,FAr,MEDIA,Cordoba,6
4544,5/22/2016,10/4/2016,60606.06061,1,73000,0,4,0,0.109,0,0.02,3,5,6,38,24.4525,28.8809267,8.856853402,15301.82411,0.275,28.53094968,23027.94772,237.7,78.81800081,14274.25079,0.171428571,79.34198969,1,Mecanizado,SI,Otro,Maiz,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,6.5
4546,5/19/2016,10/3/2016,60606.06061,1,73000,0,3,3,0.1205,0,0.05,3,5,6,37,24.5225,28.79810511,8.551210214,15082.02682,0.25,28.55871821,22662.63155,221.8,78.79657692,16779.72485,0.170731707,79.27346891,1,Mecanizado,SI,Otro,Maiz,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,6.5
4547,5/6/2016,9/24/2016,63636.36364,1,73000,0,3,3,0.109,0,0.02,3,5,6,42,24.4525,28.8809267,8.856853402,15301.82411,0.275,28.53094968,23027.94772,237.7,78.81800081,13875.06549,0.176470588,79.36333699,1,Mecanizado,SI,Otro,Maiz,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,6.3
4548,5/19/2016,10/5/2016,63636.36364,1,73000,0,3,2,0.092,0,0.03,2,5.5,6.6,35,24.4525,28.8809267,8.856853402,15301.82411,0.275,28.53094968,23027.94772,237.7,78.81800081,14719.78016,0.166666667,79.31703856,1,Mecanizado,SI,Otro,Maiz,SI,Manual,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,5.8
4556,5/10/2016,9/20/2016,63636.36364,1,68154.04301,0,2,4,0.092,0,0.03,2,5.5,6.6,35,24.4525,28.8809267,8.856853402,15301.82411,0.275,28.53094968,23027.94772,237.7,78.81800081,13875.06549,0.176470588,79.36333699,1,Mecanizado,NO,Otro,Maiz,SI,Manual,Hibrido,ATERRONADA,LENTO,FAr,BAJA,Cordoba,5.4
4571,5/4/2016,9/14/2016,60606.06061,1,73000,0,3,3,0.069,0,0.06,2,5.5,6.6,69,24.4675,28.78685786,8.638715726,15224.7496,0.25,28.55823505,22784.94984,235.5,78.88295035,15479.60758,0.157894737,79.27858906,1,Mecanizado,SI,Otro,Maiz,SI,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,5.7
4574,5/19/2016,10/5/2016,60606.06061,1,73000,0,4,1,0.069,0,0.06,2,5.5,6.6,68,24.4675,28.78685786,8.638715726,15224.7496,0.25,28.55823505,22784.94984,235.5,78.88295035,14795.5224,0.166666667,79.10441904,1,Mecanizado,SI,Otro,Maiz,SI,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,6
4596,5/9/2016,9/25/2016,54545.45455,2,72000,0,2,3,0.092,0,0,2,5,6,70,24.4525,28.8809267,8.856853402,15301.82411,0.275,28.53094968,23027.94772,237.7,78.81800081,13875.06549,0.176470588,79.36333699,1,Manual,NO,ADV 9339 (Syngenta),Maiz,SI,Manual,Hibrido,ATERRONADA,LENTO,FA,MEDIA,Cordoba,6.7
4600,5/10/2016,9/19/2016,60606.06061,1,74000,0,2,1,0.092,0,0,2,5.5,6.6,70,24.5225,28.79810511,8.551210214,15082.02682,0.25,28.55871821,22662.63155,221.8,78.79657692,14518.15004,0.2,79.10892983,1,Mecanizado,SI,Otro,Maiz,SI,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,6.5
4601,5/16/2016,10/10/2016,60606.06061,1,73000,0,2,1,0.092,0,0,2,5,6,70,24.5375,28.85013476,8.625269522,15197.95813,0.25,28.53383681,22550.01236,216.1,79.0383629,13830.69353,0.181818182,78.94106132,1,Mecanizado,SI,Otro,Maiz,SI,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,6.1
4602,5/15/2016,9/28/2016,60606.06061,1,72000,0,1,3,0.092,0,0,2,5,6,60,24.5375,28.85013476,8.625269522,15197.95813,0.25,28.53383681,22550.01236,216.1,79.0383629,13830.69353,0.181818182,78.94106132,1,Mecanizado,SI,P4082 (Pioneer),Maiz,SI,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,5.9
4607,5/7/2016,9/21/2016,54545.45455,2,70000,0,2,2,0.069,0,0.03,2,5,6,35,24.5325,28.9219472,8.778894401,15221.05988,0.225,28.51565692,22515.62273,243.1,79.10161833,16542.69617,0.175,79.05190857,1,Manual,NO,Otro,Maiz,SI,Manual,OGM,ATERRONADA,LENTO,FA,MEDIA,Cordoba,5.7
4608,6/10/2016,10/11/2016,60606.06061,1,72000,0,2,2,0.0805,0,0.03,2,5.5,6.6,39,24.2325,28.6859267,8.906853402,15322.65155,0.25,28.52682179,23404.9477,245.1,78.58738264,15697.3517,0.175,80.1948358,1,Mecanizado,SI,Otro,Maiz,NO,Manual,OGM,ATERRONADA,LENTO,FAr,BAJA,Cordoba,6.1
4609,5/25/2016,10/8/2016,60606.06061,1,72000,0,1,4,0.092,0,0,2,5,6,38,24.5225,28.79810511,8.551210214,15082.02682,0.25,28.55871821,22662.63155,221.8,78.79657692,16380.53954,0.175,79.28990109,1,Mecanizado,SI,P4082 (Pioneer),Maiz,SI,Manual,Hibrido,ATERRONADA,LENTO,FAr,BAJA,Cordoba,5.7
4625,5/11/2016,9/22/2016,60606.06061,1,72000,0,2,3,0.0805,0,0.03,2,5.5,6.6,67,24.1875,28.6571767,8.939353402,15355.27158,0.275,28.54036526,23476.86292,214.1,78.52183436,15609.70137,0.175,80.13176215,1,Mecanizado,SI,P4082 (Pioneer),Maiz,NO,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,5.6
4627,5/11/2016,9/24/2016,60606.06061,1,73000,0,1,2,0.092,0,0,2,5,6,40,24.5375,28.85013476,8.625269522,15197.95813,0.25,28.53383681,22550.01236,216.1,79.0383629,16124.38064,0.179487179,79.07038866,1,Mecanizado,SI,Otro,Maiz,NO,Manual,OGM,ATERRONADA,LENTO,FA,MEDIA,Cordoba,6
4630,5/25/2016,9/30/2016,60606.06061,1,73000,0,2,3,0.092,0,0,2,5.5,6.6,40,24.5225,28.79810511,8.551210214,15082.02682,0.25,28.55871821,22662.63155,221.8,78.79657692,14122.33862,0.205882353,79.11073148,1,Mecanizado,SI,Otro,Maiz,NO,Manual,Hibrido,ATERRONADA,LENTO,FA,MEDIA,Cordoba,5.8
4631,4/29/2016,9/10/2016,57575.75758,2,65000,0,1,4,0.0805,0,0,2,5.5,6.6,72,24.5325,28.9219472,8.778894401,15221.05988,0.225,28.51565692,22515.62273,243.1,79.10161833,15800.24485,0.184210526,78.9979402,1,Manual,NO,P4082 (Pioneer),Maiz,NO,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,5.8
4632,5/16/2016,9/12/2016,57575.75758,1,72000,0,2,1,0.092,0,0,2,5.5,6.6,35,24.5375,28.85013476,8.625269522,15197.95813,0.25,28.53383681,22550.01236,216.1,79.0383629,15735.53097,0.184210526,79.05190817,1,Mecanizado,SI,Otro,Maiz,NO,Manual,OGM,ATERRONADA,LENTO,FA,MEDIA,Cordoba,6.5
4635,5/11/2016,9/26/2016,54545.45455,2,65000,0,1,2,0.0805,0,0,2,5.5,6.6,69,24.605,28.9494472,8.688894401,15050.73793,0.2,28.52874957,22467.56048,246.7,79.05559148,15907.02326,0.210526316,78.9932112,1,Manual,NO,Otro,Maiz,NO,Manual,OGM,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,6.3
4636,5/7/2016,9/9/2016,60606.06061,1,72000,0,2,3,0.092,0,0.03,2,5,6,71,24.4675,28.78685786,8.638715726,15224.7496,0.25,28.55823505,22784.94984,235.5,78.88295035,16324.32226,0.15,79.24115787,1,Mecanizado,SI,P4082 (Pioneer),Maiz,NO,Manual,Hibrido,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,5.9
4638,5/18/2016,10/5/2016,66666.66667,1,70000,0,2,1,0.138,0,0.03,3,6,7.2,60,24.4675,28.77435786,8.613715726,15128.72763,0.25,28.57593047,22776.29838,239.9,78.76491249,15245.73459,0.162162162,79.15149408,1,Mecanizado,NO,DK 234 YGRR,Maiz,NO,Mecanizada,OGM,ATERRONADA,NINGUNO,FAr,MEDIA,Cordoba,7.95
4639,5/9/2016,9/25/2016,60606.06061,1,75000,0,3,2,0.107,0.015,0.045,3,6,7.2,60,24.1775,28.6446767,8.934353402,15207.064,0.275,28.50436542,23722.31975,214.1,78.5136013,14311.32933,0.189189189,80.29926351,1,Mecanizado,NO,P3966 (Pioneer),Maiz,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,8.2
4641,5/9/2016,9/24/2016,53030.30303,1,60000,0,3,2,0.048,0.005,0.02,2,5.5,6.6,32,24.1825,28.6159267,8.866853402,15241.3287,0.275,28.54590045,23601.26368,214.1,78.4771731,17490.80043,0.2,80.0331148,1,Mecanizado,NO,P3966 (Pioneer),Maiz,NO,Mecanizada,OGM,MASIVA,NINGUNO,Ar,MEDIA,Cordoba,6.186
4643,5/19/2016,9/30/2016,66666.66667,1,72000,0,2,1,0.138,0,0.03,3,6,7.2,60,24.4675,28.77435786,8.613715726,15128.72763,0.25,28.57593047,22776.29838,239.9,78.76491249,15245.73459,0.162162162,79.15149408,1,Mecanizado,NO,Otro,Maiz,NO,Mecanizada,Hibrido,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,8.3
4644,5/16/2016,9/28/2016,48484.84848,1,60000,1,1,3,0.092,0,0,2,6,7.2,31,24.1875,28.6571767,8.939353402,15355.27158,0.275,28.54036526,23476.86292,214.1,78.52183436,12866.83924,0.15625,79.54005627,1,Mecanizado,NO,P3966 (Pioneer),Maiz,NO,Mecanizada,OGM,MASIVA,LENTO,Ar,MEDIA,Cordoba,6.28
4645,5/16/2016,9/28/2016,60606.06061,1,70000,0,1,2,0.109,0,0.02,3,5.5,6.6,60,23.635,28.2225,9.175,16632.03131,0.25,27.79884956,23941.85212,138.6,83.08208436,15438.34629,0.1,83.32792677,1,Mecanizado,NO,Otro,Maiz,NO,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA,Cordoba,7.5
4647,5/20/2016,10/5/2016,54545.45455,1,60000,0,1,2,0.092,0,0.03,2,5.5,6.6,28,24.2325,28.6859267,8.906853402,15322.65155,0.25,28.52682179,23404.9477,245.1,78.58738264,13561.46147,0.147058824,79.78609,1,Mecanizado,NO,Otro,Maiz,SI,Mecanizada,Hibrido,MASIVA,NINGUNO,FrL,MEDIA,Cordoba,5.675
4650,5/15/2016,9/30/2016,54545.45455,1,60000,1,3,2,0.092,0,0.03,2,6,7.2,60,24.1875,28.6571767,8.939353402,15355.27158,0.275,28.54036526,23476.86292,214.1,78.52183436,15243.87958,0.179487179,80.19474955,1,Mecanizado,NO,P4082 (Pioneer),Maiz,SI,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA,Cordoba,6.5
4651,5/20/2016,10/5/2016,63636.36364,1,70000,0,0,3,0.138,0,0.03,3,6,7.2,60,24.5375,28.85013476,8.625269522,15197.95813,0.25,28.53383681,22550.01236,216.1,79.0383629,16808.46583,0.170731707,79.23347455,1,Mecanizado,SI,Otro,Maiz,NO,Mecanizada,OGM,GRANULAR,LENTO,AF,BAJA,Cordoba,6.9
4652,5/24/2016,10/12/2016,54545.45455,3,62000,0,0,3,0.099,0.01,0.02,3,6,7.2,60,23.43,28.08,9.3,16597.03254,0.225,27.65163833,23628.04026,127.8,83.16983325,14105.22027,0.111111111,83.14760027,1,Manual,NO,Otro,Maiz,NO,Manual,OGM,ATERRONADA,LENTO,Ar,MEDIA,Cordoba,6
4653,5/9/2016,9/21/2016,57575.75758,1,60000,0,1,2,0.092,0,0.03,2,6,7.2,0,24.2325,28.6859267,8.906853402,15322.65155,0.25,28.52682179,23404.9477,245.1,78.58738264,16515.19564,0.166666667,79.99222247,1,Mecanizado,NO,DK 234 YGRR,Maiz,SI,Mecanizada,OGM,MASIVA,NINGUNO,Ar,BAJA,Cordoba,6.14
4654,5/9/2016,9/21/2016,53030.30303,3,61000,0,2,2,0.1205,0.01,0.04,3,5.5,6.6,60,24.1325,28.5846767,8.904353402,15154.32495,0.275,28.38020324,23775.15116,239,78.67060047,14215.08853,0.162162162,80.10903113,1,Manual,NO,Otro,Maiz,SI,Manual,Hibrido,ATERRONADA,LENTO,Ar,MEDIA,Cordoba,5.49
4655,5/9/2016,9/21/2016,53030.30303,1,60000,0,2,2,0.1205,0,0.05,3,6,7.2,60,24.08559939,28.51152609,8.851853402,15010.43899,0.275,28.3771233,23864.02633,249.3,78.58628039,19578.07944,0.176470588,80.17362829,1,Mecanizado,NO,Otro,Maiz,SI,Mecanizada,OGM,ATERRONADA,LENTO,FAr,MEDIA,Cordoba,5.362
4657,5/22/2016,10/9/2016,48484.84848,2,65000,0,1,2,0.115,0,0,3,5.5,6.6,60,24.1375,28.5934267,8.911853402,15174.77123,0.275,28.43317975,23796.33502,239,78.63161833,20359.51822,0.188679245,80.18298296,1,Manual,SI,Otro,Maiz,NO,Manual,OGM,ATERRONADA,NINGUNO,Ar,MEDIA,Cordoba,6.12
4658,5/4/2016,9/20/2016,51515.15152,2,60000,0,1,2,0.115,0,0,2,6,7.2,60,24.2925,28.7959267,9.006853402,15429.55358,0.25,28.47530777,23213.60652,245.1,78.7384277,15767.31241,0.175,80.05194394,1,Manual,SI,Otro,Maiz,NO,Mecanizada,Hibrido,GRANULAR,NINGUNO,Ar,MEDIA,Cordoba,5.85
4659,5/4/2016,9/20/2016,48484.84848,3,62000,0,1,2,0.092,0,0.03,2,5.5,6.6,65,24.08559939,28.51152609,8.851853402,15010.43899,0.275,28.3771233,23864.02633,249.3,78.58628039,12684.80077,0.151515152,80.31468814,1,Manual,NO,ADV 9293 (Syngenta),Maiz,SI,Mecanizada,Hibrido,ATERRONADA,NINGUNO,FAr,MEDIA,Cordoba,5.5
4660,5/18/2016,10/2/2016,50000,1,61000,0,2,3,0.092,0,0,2,5.5,6.6,60,24.4675,28.78685786,8.638715726,15224.7496,0.25,28.55823505,22784.94984,235.5,78.88295035,16696.92485,0.146341463,79.25212373,1,Mecanizado,NO,Cerato (Syngenta),Algodon,SI,Mecanizada,OGM,ATERRONADA,NINGUNO,FAr,MEDIA,Cordoba,7.45
4661,5/20/2016,10/7/2016,46969.69697,2,65000,0,2,2,0.069,0,0.06,2,6,7.2,65,24.4525,28.8809267,8.856853402,15301.82411,0.275,28.53094968,23027.94772,237.7,78.81800081,15704.26152,0.153846154,79.59149752,1,Manual,NO,PIONEER 30F35 H,Maiz,SI,Manual,OGM,ATERRONADA,NINGUNO,Ar,MEDIA,Cordoba,4.9
